record_id,date,year,month,city,state,country,latitude,longitude,temperature,humidity,rainfall,wind_speed,pressure,weather_condition,disaster_type,disaster_risk_level,river_level,soil_moisture,alert_status,response_action
REC_1761,2024-10-14,2024,10,London,England,UK,51.5074,-0.1278,13.6,42,8.6,58.5,963,Cloudy,None,Low,2.8,74,Normal,No Action
REC_1762,2024-12-29,2024,12,Tokyo,Tokyo,Japan,35.6762,139.6503,15.7,82,91.3,52.0,1047,Rain,Landslide,Medium,5.3,20,Watch,Monitor
REC_1763,2023-08-24,2023,8,Dubai,Dubai,UAE,25.2048,55.2708,6.5,100,4.4,4.2,980,Thunderstorm,None,Low,2.7,61,Normal,No Action
REC_1764,2024-08-10,2024,8,Sydney,NSW,Australia,-33.8688,151.2093,7.8,51,40.2,70.4,1045,Fog,None,Low,1.5,88,Normal,No Action
REC_1765,2023-11-30,2023,11,Sydney,NSW,Australia,-33.8688,151.2093,-9.0,46,182.4,21.7,952,Cloudy,None,Low,2.3,43,Normal,No Action
REC_1766,2023-11-12,2023,11,Cairo,Cairo,Egypt,30.0444,31.2357,15.4,92,185.2,56.9,1038,Clear,Heatwave,Medium,3.3,16,Watch,Monitor
REC_1767,2024-04-20,2024,4,Singapore,Singapore,Singapore,1.3521,103.8198,37.1,38,154.9,2.8,972,Snow,None,Low,3.1,68,Normal,No Action
REC_1768,2024-01-11,2024,1,Sydney,NSW,Australia,-33.8688,151.2093,14.2,24,163.8,23.9,1013,Clear,None,Low,7.2,24,Normal,No Action
REC_1769,2023-01-05,2023,1,Dubai,Dubai,UAE,25.2048,55.2708,16.9,54,53.5,70.0,1036,Thunderstorm,Cyclone,Medium,7.1,57,Watch,Monitor
REC_1770,2023-10-27,2023,10,Beijing,Beijing,China,39.9042,116.4074,30.4,11,124.4,67.8,982,Clear,None,Low,7.6,37,Normal,No Action
REC_1771,2024-07-12,2024,7,Cairo,Cairo,Egypt,30.0444,31.2357,34.0,49,198.5,46.4,975,Snow,None,Low,7.9,45,Normal,No Action
REC_1772,2023-04-26,2023,4,Moscow,Moscow,Russia,55.7558,37.6173,12.9,53,124.1,37.6,990,Rain,Flood,High,9.7,32,Warning,Alert Public
REC_1773,2023-02-01,2023,2,Dubai,Dubai,UAE,25.2048,55.2708,37.0,83,132.7,16.4,967,Cloudy,None,Low,1.1,49,Normal,No Action
REC_1774,2023-09-24,2023,9,Dubai,Dubai,UAE,25.2048,55.2708,13.6,87,180.6,30.4,991,Clear,None,Low,7.3,15,Normal,No Action
REC_1775,2024-08-14,2024,8,Paris,Ile-de-France,France,48.8566,2.3522,0.7,83,118.0,36.1,973,Snow,None,Low,5.3,19,Normal,No Action
REC_1776,2023-08-17,2023,8,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,26.9,29,23.7,49.6,988,Fog,None,Low,1.2,69,Normal,No Action
REC_1777,2024-03-06,2024,3,Mumbai,Maharashtra,India,19.076,72.8777,7.5,96,116.4,80.4,1044,Rain,Flood,High,9.1,5,Warning,Alert Public
REC_1778,2024-09-04,2024,9,Sydney,NSW,Australia,-33.8688,151.2093,28.0,83,156.0,38.7,1010,Cloudy,Landslide,Critical,0.7,65,Emergency,Evacuation Support
REC_1779,2023-10-27,2023,10,Paris,Ile-de-France,France,48.8566,2.3522,32.1,40,76.4,54.3,969,Rain,Cyclone,Critical,6.9,39,Emergency,Evacuation Support
REC_1780,2023-03-24,2023,3,Paris,Ile-de-France,France,48.8566,2.3522,39.0,20,139.2,5.0,1031,Snow,Landslide,High,1.3,49,Warning,Alert Public
REC_1781,2024-05-06,2024,5,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,34.2,64,15.1,58.7,999,Fog,None,Low,9.7,58,Normal,No Action
REC_1782,2023-08-10,2023,8,New York,New York,USA,40.7128,-74.006,24.7,58,170.4,112.3,1045,Thunderstorm,Flood,Medium,9.1,77,Watch,Monitor
REC_1783,2023-05-02,2023,5,Tokyo,Tokyo,Japan,35.6762,139.6503,-1.9,87,52.6,86.1,954,Rain,Storm,Medium,3.6,88,Watch,Monitor
REC_1784,2024-07-13,2024,7,Los Angeles,California,USA,34.0522,-118.2437,27.3,90,21.2,65.5,1040,Thunderstorm,None,Low,8.1,90,Normal,No Action
REC_1785,2024-10-17,2024,10,Los Angeles,California,USA,34.0522,-118.2437,13.8,11,21.6,69.6,1047,Rain,Cyclone,High,4.1,14,Warning,Alert Public
REC_1786,2023-01-24,2023,1,Sydney,NSW,Australia,-33.8688,151.2093,27.8,20,104.6,47.9,1024,Fog,None,Low,6.8,85,Normal,No Action
REC_1787,2024-08-11,2024,8,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,33.9,89,31.4,42.0,989,Snow,None,Low,8.1,8,Normal,No Action
REC_1788,2023-11-24,2023,11,Los Angeles,California,USA,34.0522,-118.2437,-9.6,64,42.7,78.2,1013,Snow,None,Low,7.6,8,Normal,No Action
REC_1789,2024-05-28,2024,5,Cairo,Cairo,Egypt,30.0444,31.2357,38.7,84,5.0,44.8,1043,Clear,Heatwave,High,1.9,90,Warning,Alert Public
REC_1790,2024-02-24,2024,2,Paris,Ile-de-France,France,48.8566,2.3522,21.1,27,91.5,96.2,1008,Thunderstorm,Cyclone,Medium,0.5,92,Watch,Monitor
REC_1791,2024-08-03,2024,8,Moscow,Moscow,Russia,55.7558,37.6173,25.2,67,16.0,6.7,1031,Thunderstorm,None,Low,8.4,82,Normal,No Action
REC_1792,2024-04-26,2024,4,Singapore,Singapore,Singapore,1.3521,103.8198,41.2,47,164.1,38.9,1018,Snow,None,Low,2.0,40,Normal,No Action
REC_1793,2023-11-11,2023,11,Los Angeles,California,USA,34.0522,-118.2437,40.5,69,105.1,118.2,1050,Clear,Heatwave,High,5.1,70,Warning,Alert Public
REC_1794,2024-05-30,2024,5,Los Angeles,California,USA,34.0522,-118.2437,38.7,28,14.0,106.1,955,Rain,Storm,Medium,3.4,51,Watch,Monitor
REC_1795,2023-12-26,2023,12,Moscow,Moscow,Russia,55.7558,37.6173,-6.5,32,90.6,63.9,987,Fog,None,Low,5.8,92,Normal,No Action
REC_1796,2024-11-04,2024,11,Cape Town,Western Cape,South Africa,-33.9249,18.4241,33.0,43,81.2,85.6,1000,Thunderstorm,Cyclone,Critical,1.1,51,Emergency,Evacuation Support
REC_1797,2023-03-26,2023,3,Singapore,Singapore,Singapore,1.3521,103.8198,41.9,30,178.4,78.7,954,Thunderstorm,None,Low,4.7,52,Normal,No Action
REC_1798,2023-04-12,2023,4,Mumbai,Maharashtra,India,19.076,72.8777,2.5,81,175.8,27.0,1005,Fog,Landslide,Medium,3.9,89,Watch,Monitor
REC_1799,2023-03-08,2023,3,Cairo,Cairo,Egypt,30.0444,31.2357,8.4,14,124.7,66.1,1028,Snow,None,Low,1.6,86,Normal,No Action
REC_1800,2024-10-09,2024,10,Dubai,Dubai,UAE,25.2048,55.2708,36.7,33,145.8,70.8,1032,Fog,None,Low,5.3,20,Normal,No Action
REC_1801,2023-03-06,2023,3,Tokyo,Tokyo,Japan,35.6762,139.6503,27.3,62,146.9,48.8,1031,Fog,None,Low,2.3,36,Normal,No Action
REC_1802,2023-08-18,2023,8,Paris,Ile-de-France,France,48.8566,2.3522,-5.0,33,100.6,63.3,1032,Thunderstorm,Flood,Medium,4.3,34,Watch,Monitor
REC_1803,2024-04-17,2024,4,Cairo,Cairo,Egypt,30.0444,31.2357,22.9,11,142.1,98.2,1035,Rain,Cyclone,Medium,4.9,63,Watch,Monitor
REC_1804,2023-06-13,2023,6,Los Angeles,California,USA,34.0522,-118.2437,30.5,28,23.8,89.6,993,Rain,Storm,High,7.0,92,Warning,Alert Public
REC_1805,2023-05-02,2023,5,Dubai,Dubai,UAE,25.2048,55.2708,44.2,48,25.1,113.5,983,Rain,Cyclone,Critical,4.2,72,Emergency,Evacuation Support
REC_1806,2023-12-06,2023,12,Sydney,NSW,Australia,-33.8688,151.2093,29.7,42,22.1,91.3,1042,Thunderstorm,Cyclone,Critical,7.5,47,Emergency,Evacuation Support
REC_1807,2023-06-26,2023,6,Toronto,Ontario,Canada,43.651,-79.347,28.8,96,59.4,86.6,992,Thunderstorm,Cyclone,Medium,2.9,44,Watch,Monitor
REC_1808,2023-09-13,2023,9,Toronto,Ontario,Canada,43.651,-79.347,44.3,95,85.0,16.7,996,Clear,Heatwave,High,8.0,12,Warning,Alert Public
REC_1809,2023-07-26,2023,7,Toronto,Ontario,Canada,43.651,-79.347,5.2,93,46.6,92.9,1035,Rain,Cyclone,Critical,3.5,13,Emergency,Evacuation Support
REC_1810,2023-01-14,2023,1,Beijing,Beijing,China,39.9042,116.4074,38.1,15,82.9,59.3,1041,Fog,None,Low,8.8,6,Normal,No Action
REC_1811,2024-04-21,2024,4,New York,New York,USA,40.7128,-74.006,19.6,48,52.5,1.6,981,Fog,None,Low,1.3,94,Normal,No Action
REC_1812,2023-12-14,2023,12,Mumbai,Maharashtra,India,19.076,72.8777,-2.2,92,112.1,119.1,1012,Rain,Flood,Critical,8.3,5,Emergency,Evacuation Support
REC_1813,2024-12-23,2024,12,Los Angeles,California,USA,34.0522,-118.2437,23.0,65,137.1,96.2,1018,Thunderstorm,Storm,Medium,6.6,38,Watch,Monitor
REC_1814,2024-09-07,2024,9,Singapore,Singapore,Singapore,1.3521,103.8198,26.5,99,60.6,40.2,1034,Snow,None,Low,8.1,60,Normal,No Action
REC_1815,2023-07-03,2023,7,Cape Town,Western Cape,South Africa,-33.9249,18.4241,43.0,53,118.9,116.4,993,Thunderstorm,Storm,High,5.8,32,Warning,Alert Public
REC_1816,2023-08-18,2023,8,Singapore,Singapore,Singapore,1.3521,103.8198,32.8,87,140.3,108.2,957,Rain,Cyclone,High,6.8,24,Warning,Alert Public
REC_1817,2024-01-24,2024,1,Dubai,Dubai,UAE,25.2048,55.2708,37.2,42,54.8,73.5,954,Snow,None,Low,6.8,9,Normal,No Action
REC_1818,2024-03-13,2024,3,New York,New York,USA,40.7128,-74.006,21.2,60,118.3,51.1,956,Thunderstorm,Flood,Medium,8.2,83,Watch,Monitor
REC_1819,2024-08-29,2024,8,Singapore,Singapore,Singapore,1.3521,103.8198,3.2,34,113.3,106.4,974,Thunderstorm,Cyclone,High,0.6,19,Warning,Alert Public
REC_1820,2023-05-07,2023,5,Toronto,Ontario,Canada,43.651,-79.347,40.3,98,193.8,107.8,1038,Clear,Heatwave,Critical,8.0,66,Emergency,Evacuation Support
REC_1821,2023-09-01,2023,9,Moscow,Moscow,Russia,55.7558,37.6173,16.1,65,168.6,90.9,1038,Rain,Storm,High,2.4,9,Warning,Alert Public
REC_1822,2024-09-11,2024,9,Beijing,Beijing,China,39.9042,116.4074,38.2,27,195.6,97.2,1017,Rain,Storm,Critical,1.9,12,Emergency,Evacuation Support
REC_1823,2023-08-27,2023,8,London,England,UK,51.5074,-0.1278,5.1,54,42.4,60.6,955,Thunderstorm,Flood,Medium,6.1,84,Watch,Monitor
REC_1824,2024-02-26,2024,2,Dubai,Dubai,UAE,25.2048,55.2708,13.0,62,39.1,80.6,1037,Thunderstorm,Storm,Medium,8.1,37,Watch,Monitor
REC_1825,2023-10-27,2023,10,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,43.6,84,57.6,102.2,1002,Clear,Heatwave,Medium,4.1,49,Watch,Monitor
REC_1826,2024-04-29,2024,4,Mumbai,Maharashtra,India,19.076,72.8777,38.0,74,16.9,104.0,1047,Rain,Storm,Critical,0.7,77,Emergency,Evacuation Support
REC_1827,2024-07-31,2024,7,Cape Town,Western Cape,South Africa,-33.9249,18.4241,21.2,29,71.1,14.5,1050,Rain,Landslide,High,7.4,8,Warning,Alert Public
REC_1828,2023-06-22,2023,6,Los Angeles,California,USA,34.0522,-118.2437,42.3,89,9.7,10.3,1008,Clear,Heatwave,High,1.0,52,Warning,Alert Public
REC_1829,2024-12-04,2024,12,Los Angeles,California,USA,34.0522,-118.2437,-9.6,88,34.4,89.0,1005,Thunderstorm,Cyclone,High,3.8,10,Warning,Alert Public
REC_1830,2024-07-15,2024,7,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,36.7,97,87.9,98.3,954,Thunderstorm,Cyclone,Medium,2.2,12,Watch,Monitor
REC_1831,2023-01-20,2023,1,Singapore,Singapore,Singapore,1.3521,103.8198,38.8,70,160.3,70.0,1038,Clear,Heatwave,Critical,5.6,48,Emergency,Evacuation Support
REC_1832,2024-08-05,2024,8,London,England,UK,51.5074,-0.1278,-8.4,22,7.7,39.9,999,Thunderstorm,None,Low,3.3,43,Normal,No Action
REC_1833,2024-10-17,2024,10,Mumbai,Maharashtra,India,19.076,72.8777,44.3,34,160.1,47.8,1043,Clear,Drought,Medium,6.6,5,Watch,Monitor
REC_1834,2024-07-14,2024,7,Tokyo,Tokyo,Japan,35.6762,139.6503,-9.9,25,33.4,30.8,1007,Thunderstorm,None,Low,2.4,79,Normal,No Action
REC_1835,2023-05-27,2023,5,Singapore,Singapore,Singapore,1.3521,103.8198,20.2,25,173.2,3.6,951,Thunderstorm,Flood,Medium,9.3,7,Watch,Monitor
REC_1836,2024-12-19,2024,12,Sydney,NSW,Australia,-33.8688,151.2093,18.8,50,58.9,21.9,976,Snow,None,Low,2.9,25,Normal,No Action
REC_1837,2024-02-10,2024,2,Beijing,Beijing,China,39.9042,116.4074,7.9,57,11.3,67.0,955,Rain,Cyclone,Medium,3.4,35,Watch,Monitor
REC_1838,2024-01-27,2024,1,New York,New York,USA,40.7128,-74.006,30.1,37,22.4,5.6,966,Clear,Drought,High,8.6,22,Warning,Alert Public
REC_1839,2024-04-21,2024,4,Sydney,NSW,Australia,-33.8688,151.2093,-3.5,50,101.5,54.6,984,Fog,None,Low,5.1,16,Normal,No Action
REC_1840,2023-02-20,2023,2,Singapore,Singapore,Singapore,1.3521,103.8198,18.3,82,13.7,53.5,956,Clear,None,Low,6.4,48,Normal,No Action
REC_1841,2024-10-06,2024,10,Cairo,Cairo,Egypt,30.0444,31.2357,4.5,74,154.2,23.1,1001,Fog,None,Low,3.0,87,Normal,No Action
REC_1842,2023-01-13,2023,1,Los Angeles,California,USA,34.0522,-118.2437,18.7,98,28.1,101.4,1020,Thunderstorm,Storm,High,4.4,91,Warning,Alert Public
REC_1843,2024-07-01,2024,7,Sydney,NSW,Australia,-33.8688,151.2093,1.7,56,124.2,7.8,954,Thunderstorm,Flood,High,9.5,60,Warning,Alert Public
REC_1844,2024-10-27,2024,10,Beijing,Beijing,China,39.9042,116.4074,-3.9,90,65.2,5.3,1003,Thunderstorm,None,Low,5.8,54,Normal,No Action
REC_1845,2024-05-29,2024,5,Tokyo,Tokyo,Japan,35.6762,139.6503,25.1,91,119.4,18.0,1016,Rain,Flood,Medium,9.2,88,Watch,Monitor
REC_1846,2024-08-23,2024,8,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,-0.5,12,153.3,38.8,1003,Rain,Cyclone,High,1.8,75,Warning,Alert Public
REC_1847,2024-12-25,2024,12,New York,New York,USA,40.7128,-74.006,36.6,54,4.2,89.1,970,Rain,Storm,High,6.2,44,Warning,Alert Public
REC_1848,2023-02-07,2023,2,Los Angeles,California,USA,34.0522,-118.2437,42.3,72,173.2,9.1,1048,Clear,Heatwave,Critical,1.2,22,Emergency,Evacuation Support
REC_1849,2023-04-30,2023,4,Sydney,NSW,Australia,-33.8688,151.2093,25.6,12,147.9,94.3,988,Rain,Flood,High,8.4,59,Warning,Alert Public
REC_1850,2023-12-17,2023,12,Cape Town,Western Cape,South Africa,-33.9249,18.4241,39.2,71,27.0,79.5,955,Clear,Heatwave,Medium,5.1,29,Watch,Monitor
REC_1851,2023-10-05,2023,10,Tokyo,Tokyo,Japan,35.6762,139.6503,13.2,49,125.9,87.5,1005,Thunderstorm,Cyclone,Critical,4.4,14,Emergency,Evacuation Support
REC_1852,2024-05-22,2024,5,New York,New York,USA,40.7128,-74.006,35.7,17,143.8,14.6,980,Clear,None,Low,6.3,89,Normal,No Action
REC_1853,2024-12-22,2024,12,Tokyo,Tokyo,Japan,35.6762,139.6503,5.6,33,152.1,4.6,1037,Thunderstorm,Flood,Medium,8.1,78,Watch,Monitor
REC_1854,2024-06-15,2024,6,London,England,UK,51.5074,-0.1278,17.5,90,153.7,119.7,952,Rain,Storm,Critical,0.7,92,Emergency,Evacuation Support
REC_1855,2023-06-09,2023,6,London,England,UK,51.5074,-0.1278,42.9,60,157.1,11.5,969,Clear,Heatwave,Medium,5.5,31,Watch,Monitor
REC_1856,2024-11-16,2024,11,Paris,Ile-de-France,France,48.8566,2.3522,-4.1,98,35.5,62.7,959,Rain,None,Low,4.9,21,Normal,No Action
REC_1857,2024-03-14,2024,3,Dubai,Dubai,UAE,25.2048,55.2708,6.2,93,87.8,51.6,1023,Rain,None,Low,9.7,54,Normal,No Action
REC_1858,2023-05-26,2023,5,Cairo,Cairo,Egypt,30.0444,31.2357,1.8,11,198.1,3.1,987,Rain,None,Low,0.6,44,Normal,No Action
REC_1859,2024-02-29,2024,2,Los Angeles,California,USA,34.0522,-118.2437,3.1,95,61.8,33.2,996,Fog,None,Low,3.5,85,Normal,No Action
REC_1860,2024-11-09,2024,11,Moscow,Moscow,Russia,55.7558,37.6173,21.5,73,111.3,0.9,1050,Clear,Landslide,Critical,1.7,92,Emergency,Evacuation Support
REC_1861,2024-04-10,2024,4,Los Angeles,California,USA,34.0522,-118.2437,10.4,91,28.7,19.8,996,Thunderstorm,None,Low,2.4,21,Normal,No Action
REC_1862,2024-01-21,2024,1,Moscow,Moscow,Russia,55.7558,37.6173,-4.6,22,62.4,10.1,1047,Clear,Heatwave,Critical,7.4,39,Emergency,Evacuation Support
REC_1863,2024-11-06,2024,11,Singapore,Singapore,Singapore,1.3521,103.8198,26.1,53,16.7,75.6,970,Rain,None,Low,2.0,89,Normal,No Action
REC_1864,2023-01-26,2023,1,Paris,Ile-de-France,France,48.8566,2.3522,-5.2,64,7.0,4.2,1035,Fog,None,Low,0.7,61,Normal,No Action
REC_1865,2024-10-05,2024,10,London,England,UK,51.5074,-0.1278,13.8,66,187.9,44.6,1038,Rain,Flood,Critical,10.0,32,Emergency,Evacuation Support
REC_1866,2023-07-22,2023,7,Sydney,NSW,Australia,-33.8688,151.2093,29.5,43,89.6,43.7,962,Rain,None,Low,7.2,12,Normal,No Action
REC_1867,2024-11-10,2024,11,Dubai,Dubai,UAE,25.2048,55.2708,38.7,49,100.2,7.0,992,Thunderstorm,None,Low,1.3,94,Normal,No Action
REC_1868,2023-07-25,2023,7,New York,New York,USA,40.7128,-74.006,26.0,77,196.1,66.6,989,Clear,None,Low,3.2,76,Normal,No Action
REC_1869,2023-12-04,2023,12,Toronto,Ontario,Canada,43.651,-79.347,8.8,13,52.3,24.4,1047,Thunderstorm,None,Low,4.7,40,Normal,No Action
REC_1870,2024-10-29,2024,10,Sydney,NSW,Australia,-33.8688,151.2093,-4.2,46,2.2,83.1,1045,Rain,Cyclone,Critical,5.3,7,Emergency,Evacuation Support
REC_1871,2023-01-15,2023,1,Mumbai,Maharashtra,India,19.076,72.8777,35.3,46,60.6,111.5,1031,Rain,Cyclone,High,5.4,48,Warning,Alert Public
REC_1872,2023-07-29,2023,7,Singapore,Singapore,Singapore,1.3521,103.8198,38.5,79,80.2,66.1,1033,Clear,Heatwave,Critical,8.5,41,Emergency,Evacuation Support
REC_1873,2024-06-30,2024,6,London,England,UK,51.5074,-0.1278,36.7,43,190.6,90.7,1020,Rain,Flood,High,9.7,49,Warning,Alert Public
REC_1874,2024-03-24,2024,3,Cape Town,Western Cape,South Africa,-33.9249,18.4241,35.4,51,101.8,68.1,998,Rain,Flood,Medium,8.1,80,Watch,Monitor
REC_1875,2024-03-16,2024,3,Paris,Ile-de-France,France,48.8566,2.3522,6.4,14,80.9,60.9,1020,Clear,Heatwave,Critical,4.4,86,Emergency,Evacuation Support
REC_1876,2023-03-24,2023,3,Beijing,Beijing,China,39.9042,116.4074,25.2,93,119.7,65.0,1038,Rain,Cyclone,Medium,3.4,15,Watch,Monitor
REC_1877,2023-07-11,2023,7,Toronto,Ontario,Canada,43.651,-79.347,-1.6,16,72.3,78.7,1045,Thunderstorm,Flood,Critical,1.5,52,Emergency,Evacuation Support
REC_1878,2023-04-12,2023,4,Paris,Ile-de-France,France,48.8566,2.3522,20.0,75,177.3,94.4,1013,Rain,Flood,Medium,8.9,60,Watch,Monitor
REC_1879,2023-04-26,2023,4,Tokyo,Tokyo,Japan,35.6762,139.6503,30.9,98,188.8,86.5,960,Rain,Cyclone,Critical,3.3,83,Emergency,Evacuation Support
REC_1880,2024-03-09,2024,3,Dubai,Dubai,UAE,25.2048,55.2708,29.1,15,1.8,66.6,981,Thunderstorm,None,Low,2.5,90,Normal,No Action
REC_1881,2024-10-14,2024,10,Cape Town,Western Cape,South Africa,-33.9249,18.4241,-1.7,76,97.0,117.3,1035,Rain,Cyclone,High,5.3,56,Warning,Alert Public
REC_1882,2024-04-05,2024,4,Los Angeles,California,USA,34.0522,-118.2437,-2.2,77,14.7,119.2,1026,Thunderstorm,Storm,High,5.2,40,Warning,Alert Public
REC_1883,2023-02-21,2023,2,Beijing,Beijing,China,39.9042,116.4074,26.3,45,145.9,111.2,1016,Rain,Storm,High,2.4,61,Warning,Alert Public
REC_1884,2023-01-25,2023,1,Beijing,Beijing,China,39.9042,116.4074,44.4,23,72.8,102.4,980,Thunderstorm,Storm,Medium,9.1,85,Watch,Monitor
REC_1885,2024-11-19,2024,11,Toronto,Ontario,Canada,43.651,-79.347,16.3,64,72.0,98.2,997,Thunderstorm,Storm,High,1.7,15,Warning,Alert Public
REC_1886,2023-03-15,2023,3,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,-6.1,68,82.9,35.4,955,Rain,Landslide,High,7.1,74,Warning,Alert Public
REC_1887,2024-08-20,2024,8,Toronto,Ontario,Canada,43.651,-79.347,-7.5,65,139.2,119.6,1046,Rain,Cyclone,High,3.1,11,Warning,Alert Public
REC_1888,2023-06-29,2023,6,Los Angeles,California,USA,34.0522,-118.2437,7.6,38,79.9,116.9,994,Rain,Cyclone,High,3.2,84,Warning,Alert Public
REC_1889,2023-04-03,2023,4,Beijing,Beijing,China,39.9042,116.4074,8.1,50,12.0,86.3,970,Rain,Storm,Medium,2.8,56,Watch,Monitor
REC_1890,2023-06-25,2023,6,Singapore,Singapore,Singapore,1.3521,103.8198,38.9,38,121.7,64.2,995,Snow,Landslide,Medium,1.1,64,Watch,Monitor
REC_1891,2023-04-23,2023,4,Toronto,Ontario,Canada,43.651,-79.347,37.4,41,60.5,2.8,954,Thunderstorm,None,Low,6.1,74,Normal,No Action
REC_1892,2023-09-20,2023,9,Cape Town,Western Cape,South Africa,-33.9249,18.4241,-1.5,76,11.6,73.7,950,Thunderstorm,None,Low,8.3,56,Normal,No Action
REC_1893,2024-07-19,2024,7,Toronto,Ontario,Canada,43.651,-79.347,12.4,58,88.4,44.7,1022,Thunderstorm,Storm,Critical,1.8,89,Emergency,Evacuation Support
REC_1894,2023-07-26,2023,7,Beijing,Beijing,China,39.9042,116.4074,7.5,47,139.2,55.6,997,Clear,Heatwave,Medium,2.3,27,Watch,Monitor
REC_1895,2024-06-07,2024,6,Cape Town,Western Cape,South Africa,-33.9249,18.4241,14.0,90,99.0,97.7,960,Thunderstorm,Cyclone,Critical,2.5,54,Emergency,Evacuation Support
REC_1896,2024-05-17,2024,5,Toronto,Ontario,Canada,43.651,-79.347,14.2,90,163.9,4.1,1039,Thunderstorm,Landslide,High,6.7,36,Warning,Alert Public
REC_1897,2024-12-03,2024,12,Cape Town,Western Cape,South Africa,-33.9249,18.4241,-5.7,27,36.3,89.3,993,Rain,Cyclone,High,9.1,50,Warning,Alert Public
REC_1898,2024-12-20,2024,12,Tokyo,Tokyo,Japan,35.6762,139.6503,16.2,84,4.2,26.0,983,Thunderstorm,None,Low,4.6,46,Normal,No Action
REC_1899,2023-05-11,2023,5,Los Angeles,California,USA,34.0522,-118.2437,0.3,37,53.5,97.1,992,Thunderstorm,Storm,High,0.5,17,Warning,Alert Public
REC_1900,2023-12-01,2023,12,Beijing,Beijing,China,39.9042,116.4074,-5.2,23,144.3,8.0,981,Snow,Landslide,Critical,3.0,7,Emergency,Evacuation Support
REC_1901,2023-07-18,2023,7,Mumbai,Maharashtra,India,19.076,72.8777,-2.8,57,191.0,29.4,956,Rain,Flood,Medium,1.6,50,Watch,Monitor
REC_1902,2024-02-10,2024,2,Tokyo,Tokyo,Japan,35.6762,139.6503,37.4,10,189.8,43.0,983,Cloudy,None,Low,5.4,79,Normal,No Action
REC_1903,2024-09-22,2024,9,Singapore,Singapore,Singapore,1.3521,103.8198,33.2,19,57.1,32.9,956,Fog,Landslide,High,8.7,89,Warning,Alert Public
REC_1904,2024-08-24,2024,8,Moscow,Moscow,Russia,55.7558,37.6173,19.7,12,54.1,29.2,1032,Cloudy,Landslide,High,5.4,82,Warning,Alert Public
REC_1905,2023-10-17,2023,10,Moscow,Moscow,Russia,55.7558,37.6173,26.8,45,13.0,117.4,1041,Thunderstorm,Cyclone,High,8.2,41,Warning,Alert Public
REC_1906,2024-09-22,2024,9,Dubai,Dubai,UAE,25.2048,55.2708,7.7,48,107.2,34.3,958,Snow,Landslide,High,3.6,78,Warning,Alert Public
REC_1907,2024-05-03,2024,5,Singapore,Singapore,Singapore,1.3521,103.8198,21.5,11,71.7,95.1,1026,Rain,Cyclone,Medium,5.0,31,Watch,Monitor
REC_1908,2024-08-04,2024,8,Los Angeles,California,USA,34.0522,-118.2437,-1.2,90,39.4,111.0,1040,Rain,Cyclone,Medium,5.8,57,Watch,Monitor
REC_1909,2023-04-06,2023,4,Beijing,Beijing,China,39.9042,116.4074,-3.0,14,33.5,111.7,986,Rain,Storm,Medium,8.1,87,Watch,Monitor
REC_1910,2023-06-20,2023,6,Moscow,Moscow,Russia,55.7558,37.6173,42.1,58,50.9,15.1,958,Thunderstorm,None,Low,2.9,43,Normal,No Action
REC_1911,2024-01-13,2024,1,Los Angeles,California,USA,34.0522,-118.2437,-2.6,23,78.2,21.3,1041,Clear,None,Low,2.7,7,Normal,No Action
REC_1912,2023-08-25,2023,8,Toronto,Ontario,Canada,43.651,-79.347,35.0,26,134.8,13.7,975,Rain,None,Low,7.3,56,Normal,No Action
REC_1913,2024-11-20,2024,11,Los Angeles,California,USA,34.0522,-118.2437,0.7,14,118.0,78.6,960,Fog,None,Low,5.7,20,Normal,No Action
REC_1914,2024-03-15,2024,3,Cairo,Cairo,Egypt,30.0444,31.2357,7.9,52,145.4,24.8,956,Thunderstorm,None,Low,4.4,30,Normal,No Action
REC_1915,2024-10-20,2024,10,Tokyo,Tokyo,Japan,35.6762,139.6503,7.3,36,152.6,54.1,968,Thunderstorm,Landslide,High,4.7,29,Warning,Alert Public
REC_1916,2024-06-14,2024,6,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9068,-43.1729,12.6,27,118.3,91.5,1047,Thunderstorm,Cyclone,High,5.3,24,Warning,Alert Public
REC_1917,2024-12-21,2024,12,Sydney,NSW,Australia,-33.8688,151.2093,40.3,35,176.8,29.3,1044,Thunderstorm,None,Low,1.2,78,Normal,No Action
REC_1918,2024-04-09,2024,4,Moscow,Moscow,Russia,55.7558,37.6173,31.2,21,146.8,51.6,964,Fog,None,Low,3.3,44,Normal,No Action
REC_1919,2024-05-22,2024,5,Los Angeles,California,USA,34.0522,-118.2437,17.6,85,36.7,90.4,1018,Rain,Storm,High,7.1,84,Warning,Alert Public
REC_1920,2024-05-23,2024,5,Los Angeles,California,USA,34.0522,-118.2437,16.0,56,139.1,95.7,1030,Thunderstorm,Flood,Medium,8.8,17,Watch,Monitor
